id,exp,stratum,site,pre.unemp,pre.age,pre.male,pre.race,pre.marr,pre.educ,pre.empl,pre.activ,pre.illeg,pre.months,pre.hours,pre.earned,trt.months,trt.hours,trt.earned,out.months,out.hours,out.earned
35903,exper,crim,14,9.6333332,20-29,1,black,married,dipl,empl,unempl,0,5,64.99983215,243.7498474,13,2144.9998,11561.33,,,
36119,exper,afdc,20,8.333333,20-29,0,black,nev married,no cred,not empl,,0,0,0,0,9,1559.9998,4095,,,
36177,exper,crim,10,5.2499995,30-39,1,black,sep/div/wid,dipl,not empl,unempl,0,0,0,0,9,1559.9998,4658.3325,,,
36193,exper,drug,24,13,30-39,0,black,nev married,no cred,empl,other,0,0,0,0,13,2166.6663,6120.833,0,0,0
36245,contr,drop,18,8.1999998,16-19,1,black,nev married,no cred,empl,unempl,0,3,60.66659546,168.9999695,3,714.99994,1794,,,
36384,contr,afdc,6,5.7666664,30-39,0,black,sep/div/wid,no cred,empl,unempl,0,0,0,0,9,1473.333,3817.6667,,,
36465,contr,crim,28,10.433333,20-29,1,black,nev married,dipl,not empl,other,0,0,0,0,9,585,2925,,,
36740,exper,crim,48,8.6333332,16-19,1,black,nev married,no cred,empl,school,0,6,79.44424438,262.1662598,,,,0,0,0
36834,exper,crim,35,9.499999,20-29,1,black,nev married,dipl,empl,unempl,0,8,108.3330994,582.2902832,18,3033.3323,12809.326,,,
36892,exper,drop,18,7.7333331,16-19,0,black,nev married,no cred,empl,home,0,3,36.11103821,45.13882446,3,624,1391,,,
37338,exper,crim,28,11.133333,20-29,1,black,nev married,dipl,not empl,other,0,0,0,0,18,2762.4993,9186.666,0,0,0
37396,contr,drop,18,8.3666658,16-19,0,black,nev married,no cred,not empl,unempl,343.0549316,0,0,0,0,0,0,0,0,0
37451,contr,drug,42,10.299999,20-29,1,hispan,nev married,no cred,not empl,other,577.7766113,0,0,0,17,2946.6658,10551.662,,,
37480,contr,drug,35,10.433333,30-39,1,white,sep/div/wid,no cred,empl,unempl,0,0,0,0,,,,,,
37558,contr,crim,9,8.5333328,20-29,1,hispan,nev married,no cred,not empl,other,0,0,0,0,0,0,0,,,
37749,exper,drop,32,8.6333332,16-19,1,white,nev married,no cred,empl,home,0,2,21.66664124,32.49996948,9,823.33319,3184.9995,,,
37862,exper,afdc,6,6.4000001,20-29,0,black,sep/div/wid,dipl,not empl,school,0,3,16.24998474,37.91662598,1,86.666656,203.66666,,,
37901,contr,afdc,35,10.299999,20-29,0,black,sep/div/wid,dipl,not empl,unempl,0,0,0,0,0,0,0,,,
38052,contr,crim,18,7.7333331,20-29,1,hispan,nev married,no cred,empl,home,0,5,64.27761841,194.2775269,0,0,0,,,
38175,exper,crim,42,10.933333,16-19,1,hispan,nev married,no cred,empl,unempl,36.11108398,0,0,0,0,0,0,,,
38379,exper,drug,32,8.5999994,20-29,1,black,married,dipl,empl,home,0,7,85.58326721,305.1384277,15,2404.9995,8883.332,9,1559.9998,7331.9985
38531,contr,crim,24,8.5,20-29,1,black,nev married,no cred,empl,other,0,0,0,0,0,0,0,0,0,0
38706,exper,afdc,20,8.9666662,20-29,0,black,nev married,dipl,not empl,home,0,0,0,0,13,1993.3329,5466.499,,,
38858,contr,crim,18,8.3666658,20-29,1,hispan,nev married,no cred,empl,work,0,2,21.66662598,46.58328247,10,1429.9998,3782.9995,3,433.33328,1213.3333
38861,exper,crim,9,8.4333334,20-29,1,black,sep/div/wid,no cred,empl,home,0,2,10.83333206,70.05549622,2,337.99997,819,0,0,0
38874,exper,drug,6,7.0999999,20-29,0,black,nev married,no cred,not empl,other,0,0,0,0,11,1906.6663,5061.333,,,
38926,contr,crim,12,7.7666659,20-29,1,white,sep/div/wid,no cred,not empl,unempl,381.3320313,0,0,0,0,0,0,0,0,0
38939,exper,drop,40,8.6333332,16-19,1,black,nev married,no cred,empl,other,0,5,18.05554199,90.27766418,1,173.33331,433.33331,1,86.666656,179.83333
39048,exper,drug,24,8.5333328,40-49,1,black,married,no cred,not empl,home,0,0,0,0,2,86.666656,511.33331,,,
39132,exper,drug,8,12.466666,20-29,0,black,sep/div/wid,no cred,not empl,home,0,0,0,0,13,2253.3328,6478.3335,3,476.66663,1365
39161,exper,crim,12,8.1999998,20-29,1,black,nev married,no cred,empl,other,0,4,43.33331299,216.6666412,5,866.66656,3033.3325,,,
39187,exper,crim,6,5.2499995,20-29,1,black,sep/div/wid,dipl,not empl,other,0,0,0,0,9,1473.3331,8103.3306,,,
39226,exper,crim,8,7.7666659,20-29,1,black,sep/div/wid,no cred,not empl,unempl,0,0,0,0,14,2339.9995,6564.999,0,0,0
39514,exper,drug,16,13.166666,40-49,1,black,sep/div/wid,no cred,empl,unempl,324.9995117,2,19.86109924,46.04164124,18,1833.0001,10179,0,0,0
39844,exper,drug,12,13.466666,20-29,1,black,nev married,no cred,empl,other,433.3330078,1,14.44443989,43.33331299,2,259.99997,689,0,0,0
39857,exper,drop,8,12.733333,20-29,0,black,married,no cred,empl,home,0,5,64.99984741,119.8888092,9,1559.9998,4290,,,
39886,contr,drop,15,8.1999998,16-19,0,black,nev married,no cred,not empl,home,0,0,0,0,4,693.33325,1733.3333,,,
40192,exper,afdc,4,6.833333,30-39,0,black,sep/div/wid,dipl,not empl,other,0,0,0,0,3,519.99994,1391,,,
40532,exper,drop,16,13.066667,16-19,1,hispan,nev married,no cred,empl,other,0,0,0,0,7,1213.3333,3276,,,
40545,exper,afdc,5,6.833333,30-39,0,black,nev married,no cred,not empl,home,0,0,0,0,10,1473.3331,4277,,,
40558,exper,drop,18,8.5999994,16-19,1,black,nev married,no cred,empl,unempl,0,4,115.555481,389.9992676,18,2946.666,10590.664,8,1299.9999,4549.999
40613,contr,afdc,6,7.6666665,20-29,0,black,nev married,no cred,not empl,unempl,0,0,0,0,6,584.99988,1473.3333,,,
40639,contr,afdc,60,6.166666,30-39,0,white,nev married,dipl,not empl,home,0,0,0,0,0,0,0,1,30.333332,65
40642,exper,crim,32,8.5,20-29,1,black,married,no cred,not empl,other,0,0,0,0,0,0,0,9,1364.9998,7214.9985
40710,contr,drug,12,7.2666664,30-39,0,black,married,dipl,empl,home,0,0,0,0,0,0,0,0,0,0
41638,contr,drug,40,8.5,20-29,1,black,sep/div/wid,dipl,empl,unempl,144.444397,12,216.6661987,595.8305664,9,1321.6664,7377.4971,9,1559.9998,5850
41654,exper,crim,10,7.5333333,20-29,1,black,married,no cred,not empl,unempl,0,0,0,0,18,3119.999,10217.997,9,1559.9998,11700
41816,contr,afdc,30,10.033333,20-29,0,hispan,sep/div/wid,no cred,not empl,,0,0,0,0,16,2513.3325,7091.4995,9,1473.3331,4862
42226,exper,crim,42,9.6333332,20-29,1,black,married,no cred,empl,home,0,1,14.44443989,41.16664124,18,3033.3323,11058.663,,,
42365,contr,drop,8,11.533333,20-29,1,black,nev married,no cred,empl,other,0,7,101.1108704,363.2773438,,,,,,
42446,contr,drug,32,8.6333332,20-29,1,black,married,no cred,empl,home,0,0,0,0,5,1126.6666,4667,1,78,303.33331
42459,exper,drug,24,8.833333,20-29,1,black,nev married,no cred,empl,school,0,5,64.99983215,193.1941071,4,519.99994,1157,0,0,0
42488,contr,drop,15,8.1999998,16-19,1,black,nev married,no cred,empl,other,0,0,0,0,2,259.99997,585,,,
42666,contr,drug,32,9,20-29,1,black,nev married,dipl,empl,other,18.05554199,11,158.8884888,655.4162598,3,519.99994,1456,,,
42831,contr,drug,8,,,1,,,no cred,,,0,0,0,0,14,966.33307,4719,0,0,0
42844,contr,afdc,2,8.0333328,30-39,0,black,sep/div/wid,no cred,not empl,home,0,0,0,0,9,1473.333,6729.6655,7,1213.3333,4125.3311
42857,contr,crim,12,8.1999998,20-29,1,hispan,nev married,no cred,empl,unempl,0,1,14.44443989,41.52774048,0,0,0,,,
42899,exper,crim,42,11.066667,20-29,1,white,sep/div/wid,dipl,not empl,unempl,0,0,0,0,,,,,,
42941,contr,crim,8,,,1,,nev married,no cred,,other,,,,,6,801.66656,2047.5,,,
43380,exper,drug,20,13.166666,20-29,1,white,nev married,no cred,empl,other,0,0,0,0,9,1559.9998,5459.9985,1,216.66666,650
43474,contr,drop,9,8.4333334,20-29,1,black,nev married,no cred,not empl,other,577.7766113,0,0,0,,,,,,
43490,contr,drug,24,13.933333,20-29,1,hispan,sep/div/wid,no cred,empl,other,0,7,101.1108704,315.9719238,0,0,0,0,0,0
43607,contr,drop,12,8.1999998,16-19,1,hispan,nev married,no cred,empl,unempl,0,2,18.05554199,33.94439697,6,628.33325,1703,3,519.99994,3639.999
43759,contr,afdc,20,10.666666,40-49,0,black,nev married,dipl,not empl,home,0,0,0,0,0,0,0,0,0,0
44240,contr,crim,35,11.266666,16-19,1,black,nev married,no cred,not empl,unempl,0,0,0,0,6,1029.1666,3065.8325,8,1976,5667.998
44460,exper,drug,24,8.5999994,20-29,1,black,nev married,dipl,empl,,783.6105957,5,72.22206116,144.4443359,9,1126.6664,3510,,,
44703,exper,afdc,36,10.033333,30-39,0,black,nev married,no cred,not empl,home,0,0,0,0,18,2762.4993,8822.6641,,,
44732,contr,afdc,42,10.433333,20-29,0,black,nev married,dipl,not empl,school,0,0,0,0,0,0,0,,,
44936,exper,drop,24,8.166666,16-19,1,black,nev married,no cred,empl,work,0,3,29.79162598,82.87496948,2,346.66663,520,,,
44949,contr,drug,14,11.266666,20-29,1,black,married,no cred,not empl,unempl,0,0,0,0,0,0,0,4,1289.1666,2017.1655
45414,exper,afdc,36,9.6999998,30-39,0,black,sep/div/wid,dipl,empl,home,0,0,0,0,11,1668.333,5091.667,,,
45870,exper,crim,10,8.6333332,20-29,1,black,nev married,no cred,not empl,,0,0,0,0,9,1473.3331,4272.667,,,
45896,exper,drop,18,8.1999998,16-19,0,black,nev married,no cred,not empl,work,0,3,38.99996948,93.16659546,5,866.66656,2145,0,0,0
45980,exper,drop,8,11.299999,20-29,1,black,nev married,no cred,empl,,0,0,0,0,9,1473.333,4014.8328,7,866.66663,4290
46581,exper,drug,12,12.066667,20-29,1,hispan,nev married,no cred,empl,,0,4,105.444397,168.6388092,4,520,1906.6666,2,346.66663,1213.333
46866,contr,crim,10,9.2333326,40-49,1,black,nev married,dipl,not empl,unempl,0,0,0,0,0,0,0,9,1473.333,9208.3301
47014,contr,drug,12,13.7,20-29,1,black,nev married,dipl,empl,,577.7766113,1,13.72221756,25.99996948,17,2859.999,8644.9971,5,779.99994,2573.9995
47357,contr,crim,15,8.1999998,16-19,1,black,nev married,no cred,not empl,other,0,0,0,0,2,259.99997,0,,,
47399,exper,afdc,42,9.0666666,20-29,0,black,nev married,dipl,empl,unempl,0,11,161.0552673,589.3300781,8,1304.3333,6863.9985,,,
47564,contr,drug,28,11.299999,20-29,1,black,nev married,dipl,empl,other,0,2,5.777775764,18.05554199,0,0,0,,,
47836,contr,drop,18,8.1999998,16-19,1,black,sep/div/wid,no cred,empl,other,5.416662216,7,63.19422913,156.7221069,0,0,0,0,0,0
48343,exper,crim,15,8.3999996,20-29,1,black,nev married,no cred,not empl,other,0,0,0,0,9,1473.3333,4099.333,,,
48424,contr,crim,25,8.7333326,20-29,0,black,nev married,dipl,not empl,home,1299.999268,0,0,0,0,0,0,,,
49038,contr,drug,10,5.2499995,20-29,0,hispan,nev married,dipl,not empl,home,0,0,0,0,0,0,0,,,
49041,contr,afdc,4,7.3999996,20-29,0,black,nev married,no cred,not empl,home,0,0,0,0,18,3119.999,8385.001,9,1473.3331,5156.665
49148,exper,drug,12,11.266666,20-29,1,black,nev married,no cred,empl,work,0,5,72.22206116,173.3332672,7,1126.6665,2873,,,
49151,contr,crim,25,8.7333326,16-19,1,black,nev married,dipl,empl,unempl,0,4,57.77766418,202.2221375,,,,,,
49177,exper,afdc,12,9.6999998,20-29,0,hispan,nev married,no cred,not empl,home,0,0,0,0,9,819,4335.5,,,
49193,exper,crim,12,10.8,20-29,1,black,nev married,no cred,not empl,,0,0,0,0,12,2079.9995,5563.9995,,,
49339,exper,drop,6,8.7999992,20-29,1,black,nev married,no cred,empl,unempl,0,1,18.05554199,64.99996948,12,1906.6664,5585.6655,6,953.33325,6220.5
49494,contr,drop,5,7.4333329,16-19,1,black,nev married,no cred,empl,home,0,0,0,0,3,0,1196,4,0,1594.6666
50289,exper,crim,21,11.299999,20-29,1,black,married,dipl,empl,unempl,0,2,34.66664124,80.88882446,3,519.99994,1950,5,866.66656,2860
50344,exper,drop,5,6.8999991,16-19,1,black,nev married,no cred,not empl,home,0,0,0,0,12,2201.3333,5397.166,,,
50409,exper,crim,10,8.333333,20-29,1,black,nev married,no cred,empl,,0,4,50.55545044,157.9860382,15,1750.6664,7485.8311,,,
50548,contr,afdc,20,9.2333326,20-29,0,hispan,sep/div/wid,no cred,not empl,unempl,0,0,0,0,14,2069.166,5429.6665,0,0,0
50564,contr,crim,15,8.6999998,50-59,1,black,sep/div/wid,dipl,empl,unempl,0,2,29.79162598,93.70828247,2,129.99998,325,,,
50674,contr,drug,12,7.7666659,40-49,1,black,married,dipl,empl,school,0,5,25.09718323,171.5276794,11,992.33325,4833.832,2,240.49997,858
50807,exper,crim,35,11.066667,20-29,1,hispan,sep/div/wid,dipl,empl,unempl,180.5554962,1,1.444443703,18.95832825,8,1022.6665,2032.3333,3,519.99994,1624.9995
50991,exper,crim,45,11.266666,30-39,1,black,sep/div/wid,dipl,not empl,unempl,0,0,0,0,15,2374.6663,10447.665,5,433.33328,2166.6665
51408,contr,crim,18,8.0666666,20-29,1,black,sep/div/wid,no cred,empl,unempl,0,0,0,0,4,693.33325,2912,8,1386.6665,5824
51602,contr,drop,6,8.4333334,20-29,1,hispan,nev married,no cred,empl,work,0,1,14.44443989,36.11108398,9,1559.9998,5031,0,0,0
51644,exper,afdc,36,10,20-29,0,black,sep/div/wid,no cred,not empl,home,0,0,0,0,5,758.33325,2058.3333,,,
51851,contr,drop,24,9.833333,16-19,1,black,nev married,no cred,empl,unempl,0,6,86.66647339,205.8331604,9,2838.333,4419.999,,,
52148,contr,afdc,36,9.5333328,30-39,0,black,sep/div/wid,no cred,not empl,home,0,0,0,0,0,0,0,0,0,0
52216,exper,afdc,30,9.4666662,20-29,0,black,sep/div/wid,no cred,not empl,home,0,0,0,0,12,1668.333,5048.3335,,,
52326,contr,drug,48,8.6333332,20-29,1,black,sep/div/wid,dipl,empl,home,0,0,0,0,18,3217.4993,11654.497,9,1559.9998,7254
52452,exper,drop,12,7.7333331,16-19,1,white,nev married,no cred,empl,home,0,1,14.44443989,36.11108398,4,519.99994,1494.9999,,,
52740,exper,afdc,30,9.833333,50-59,0,black,sep/div/wid,dipl,not empl,home,0,0,0,0,15,2242.4995,6662.5005,,,
52863,contr,afdc,30,8.6999998,20-29,0,hispan,sep/div/wid,dipl,not empl,school,0,0,0,0,0,0,0,,,
52892,exper,crim,15,8.7999992,20-29,1,black,sep/div/wid,no cred,not empl,other,722.2207031,0,0,0,3,433.33328,1083.3333,0,0,0
53309,exper,drop,5,6.833333,16-19,1,black,nev married,no cred,not empl,unempl,0,0,0,0,2,259.99997,630.5,,,
53451,contr,crim,15,8.833333,16-19,1,black,nev married,no cred,not empl,other,0,0,0,0,3,454.99997,1560,8,1386.6665,4160
53642,contr,drop,24,9.6999998,16-19,1,black,nev married,no cred,not empl,other,0,0,0,0,,,,,,
53723,contr,drop,24,10.8,16-19,1,hispan,nev married,no cred,empl,unempl,0,9,115.5553131,383.8605957,2,303.33331,1014,,,
53765,contr,drop,12,8.166666,16-19,0,hispan,nev married,no cred,not empl,home,0,0,0,0,4,346.66663,1031.333,0,0,0
53862,exper,crim,25,8.5666666,16-19,1,black,nev married,no cred,empl,,0,1,9.027774811,18.95832825,1,26,97.5,,,
54230,contr,afdc,10,7.2666664,30-39,0,black,sep/div/wid,no cred,not empl,home,0,0,0,0,0,0,0,0,0,0
54243,contr,crim,20,10.666666,20-29,1,black,nev married,dipl,empl,unempl,288.8886719,0,0,0,2,346.66663,823.33331,2,173.33331,606.6665
54272,exper,crim,16,,,1,,nev married,dipl,,other,,,,,,,,,,
54638,exper,crim,4,7.3999996,20-29,1,black,nev married,no cred,empl,unempl,180.5554962,2,18.95831299,54.16662598,9,1559.9998,5069.9971,,,
54829,contr,crim,6,8.833333,20-29,1,hispan,nev married,no cred,empl,unempl,0,2,28.88882446,64.27772522,0,0,0,,,
55190,exper,crim,45,10.933333,20-29,1,hispan,sep/div/wid,no cred,empl,unempl,0,0,0,0,11,1906.6663,10616.666,,,
55255,contr,afdc,12,9.4666662,30-39,0,black,sep/div/wid,no cred,not empl,unempl,0,0,0,0,7,693.33319,2327,,,
55268,exper,afdc,8,7.3999996,20-29,0,black,nev married,no cred,empl,home,0,3,28.88882446,48.74996948,3,433.33328,901.33331,0,0,0
55527,contr,crim,6,8.166666,20-29,1,black,nev married,no cred,not empl,other,0,0,0,0,0,0,0,,,
55721,exper,drop,12,,,1,hispan,,no cred,,,0,0,0,0,8,2166.6665,6369.9995,9,1559.9998,5654.9971
55750,exper,drop,12,10.033333,20-29,1,hispan,nev married,no cred,empl,,72.22218323,2,28.88882446,36.11105347,13,1696.4998,5200,8,1040,2860
55844,contr,afdc,18,9.7333326,20-29,0,black,nev married,dipl,empl,home,0,2,25.27774048,70.05549622,3,519.99994,1624.9995,,,
55909,exper,afdc,6,6.833333,20-29,0,black,sep/div/wid,no cred,empl,home,0,9,84.49995422,213.4164429,,,,,,
55938,contr,drug,4,7.0999999,40-49,1,black,married,no cred,empl,home,0,11,39.7220459,79.44421387,0,0,0,0,0,0
56063,exper,afdc,12,10.033333,40-49,0,black,nev married,no cred,not empl,home,0,0,0,0,13,1819.9996,5980,,,
56089,contr,afdc,20,5.5666666,30-39,0,white,sep/div/wid,dipl,empl,home,0,0,0,0,11,1429.9998,5221.665,9,936,1949.9998
56186,contr,drug,14,10.933333,30-39,1,black,married,no cred,empl,unempl,0,0,0,0,1,32.5,216.66666,0,0,0
56623,contr,drug,12,12.7,20-29,1,hispan,nev married,no cred,empl,unempl,0,4,62.83322144,180.5554504,6,1039.9999,0,9,2331.333,12133.332
56843,exper,afdc,30,10.366666,20-29,0,hispan,sep/div/wid,no cred,not empl,,0,0,0,0,,,,,,
57130,contr,drug,20,13.7,20-29,1,hispan,married,no cred,empl,unempl,0,4,86.66664124,216.6666412,8,346.6665,3120,9,1559.9998,6239.9971
57169,exper,afdc,6,7.0999999,40-49,0,black,sep/div/wid,no cred,not empl,home,0,0,0,0,18,3119.999,10530,,,
57541,contr,drop,18,8.4333334,16-19,1,black,nev married,no cred,empl,school,0,0,0,0,0,0,0,6,953.33325,2621.6665
57567,exper,drop,15,8.166666,16-19,0,black,nev married,no cred,not empl,home,0,0,0,0,9,1386.6665,3813.3335,,,
57677,contr,crim,12,7.0999999,30-39,1,black,nev married,dipl,not empl,unempl,0,0,0,0,13,2253.3328,7921.3315,,,
57732,exper,drug,12,13.166666,20-29,1,white,sep/div/wid,dipl,empl,other,0,0,0,0,15,1798.3333,7518.333,0,0,0
58236,contr,crim,42,10.433333,20-29,1,black,married,dipl,empl,unempl,0,0,0,0,10,823.33331,6478.3325,,,
58294,contr,drop,12,7.4999995,16-19,1,hispan,nev married,no cred,not empl,home,0,0,0,0,0,0,0,,,
58595,contr,drop,15,8.166666,16-19,1,black,nev married,no cred,not empl,home,0,0,0,0,,,,,,
58618,contr,crim,42,11.099999,20-29,0,white,nev married,no cred,empl,unempl,0,2,29.79162598,81.24996948,13,1854.6665,6283.332,9,1260.9998,7669.9995
58663,contr,afdc,18,10,30-39,0,black,sep/div/wid,dipl,not empl,home,0,0,0,0,1,164.66666,485.33331,,,
59138,exper,drop,15,8.166666,16-19,1,black,nev married,no cred,empl,home,0,5,34.30543518,98.40266418,9,1473.333,4051.667,,,
59235,exper,crim,42,10.566667,20-29,1,black,nev married,dipl,not empl,unempl,0,2,8.666664124,18.77775574,14,2963.9995,13385.665,,,
59468,contr,afdc,25,8.9666662,30-39,0,black,married,no cred,empl,home,0,5,64.99983215,131.8053894,2,259.99997,650,,,
59523,contr,crim,15,11,20-29,1,black,nev married,no cred,not empl,unempl,112.124939,0,0,0,0,0,0,0,0,0
59604,contr,drop,24,13.466666,16-19,1,white,nev married,no cred,empl,other,953.3330078,1,10.11110783,18.05554199,9,936,9360,4,424.6666,2654.1655
59701,contr,drug,32,8.5,30-39,1,black,sep/div/wid,dipl,not empl,home,,0,0,0,3,346.66663,1083.333,0,0,0
59918,exper,drop,24,10.033333,16-19,0,black,nev married,no cred,empl,,0,2,12.99999619,29.79162598,9,1289.1664,3954.1663,0,0,0
60017,contr,drop,30,9.5333328,16-19,1,black,nev married,no cred,empl,unempl,72.22218323,0,0,0,,,,,,
60143,contr,drug,28,11.333333,30-39,1,black,sep/div/wid,no cred,not empl,unempl,0,0,0,0,1,86.666656,303.33325,,,
60224,contr,crim,4,7.2999997,20-29,1,white,nev married,no cred,empl,home,0,2,28.88882446,111.944397,2,259.99997,955.5,3,433.33328,1625
60525,exper,drop,8,,,1,,nev married,,,other,,,,,18,2946.6663,8664.498,,,
60716,contr,drug,12,11.299999,20-29,1,white,nev married,dipl,not empl,unempl,324.9997559,0,0,0,0,0,0,,,
60729,contr,afdc,15,10.099999,50-59,0,black,sep/div/wid,no cred,not empl,home,0,0,0,0,0,0,0,0,0,0
60842,contr,drug,8,7.4666667,40-49,1,black,sep/div/wid,no cred,not empl,,0,0,0,0,2,259.99997,812.49976,0,0,0
61029,exper,afdc,10,10.4,20-29,0,black,nev married,no cred,empl,,0,3,36.11103821,99.30549622,11,1611.9995,6489.1665,0,0,0
61058,contr,drop,6,8.0666666,20-29,1,black,nev married,no cred,empl,unempl,0,2,28.88882446,79.44439697,9,896.99988,3080.9995,9,1473.3331,6077.5
61346,contr,afdc,42,11.266666,30-39,0,white,sep/div/wid,no cred,not empl,home,0,0,0,0,0,0,0,0,0,0
61359,exper,crim,25,9.9333334,16-19,1,black,nev married,no cred,empl,unempl,0,3,18.05554199,58.68049622,2,259.99997,734.5,4,519.99994,1572.999
61508,exper,afdc,18,10.033333,40-49,0,black,nev married,dipl,not empl,school,0,0,0,0,13,1895.833,6229.1665,8,1137.4998,4712.4976
61715,contr,crim,16,12.066667,20-29,1,black,nev married,dipl,empl,other,0,0,0,0,1,173.33331,537.33301,5,623.99994,2431
61728,exper,afdc,25,9.9333334,40-49,0,black,sep/div/wid,no cred,not empl,,0,0,0,0,10,1559.9996,4783.998,9,1473.3331,5525
61744,contr,drug,14,10.933333,20-29,1,white,nev married,no cred,empl,unempl,0,1,14.44443989,36.11108398,18,3899.999,7669.999,9,1559.9998,5850
61809,contr,afdc,36,9.833333,20-29,0,black,nev married,dipl,empl,home,0,9,113.7498322,398.6660156,7,519.99994,1819.9996,,,
61854,contr,afdc,15,10.4,40-49,0,black,nev married,no cred,not empl,home,0,0,0,0,0,0,0,0,0,0
61883,exper,afdc,12,10.033333,30-39,0,black,sep/div/wid,no cred,not empl,,0,0,0,0,13,1819.9996,5611.667,5,650,1863.3333
61922,exper,drug,12,7.2999997,30-39,1,black,sep/div/wid,dipl,not empl,unempl,0,0,0,0,2,346.66663,910,0,0,0
62329,contr,drug,4,,,1,black,,dipl,,,0,0,0,0,2,346.66663,1473.333,,,
62332,exper,afdc,6,8.4333334,50-59,0,black,sep/div/wid,no cred,not empl,home,0,0,0,0,9,1559.9998,4563,0,0,0
62358,contr,crim,6,8.4333334,20-29,1,hispan,nev married,no cred,not empl,unempl,0,0,0,0,4,519.99994,2340,9,1559.9998,4680
62604,exper,drug,8,13.466666,20-29,1,black,married,no cred,empl,unempl,0,5,72.22206116,234.7220154,,,,3,216.66664,498.33328
62646,contr,drug,14,10.933333,20-29,1,hispan,nev married,dipl,empl,work,0,0,0,0,,,,,,
63344,contr,afdc,12,5.7666664,30-39,0,black,nev married,no cred,not empl,home,0,0,0,0,2,173.33331,459.33331,,,
64107,exper,afdc,36,10.033333,30-39,0,black,nev married,no cred,not empl,,0,0,0,0,16,2426.6665,8129.332,,,
64521,exper,crim,20,10.666666,20-29,1,black,sep/div/wid,no cred,empl,,257.2915039,0,0,0,3,519.99994,1950,,,
64547,exper,afdc,4,7.2666664,40-49,0,black,sep/div/wid,dipl,not empl,home,0,0,0,0,3,346.66663,797.33331,,,
64903,exper,afdc,30,9.5333328,20-29,0,black,sep/div/wid,no cred,not empl,unempl,0,0,0,0,5,758.33325,2708.3325,,,
65300,contr,drug,20,12.166666,20-29,0,black,nev married,no cred,empl,home,0,2,21.66662598,59.58328247,2,259.99997,812.49976,,,
65313,exper,drug,8,12.166666,20-29,0,black,married,no cred,not empl,unempl,812.498291,0,0,0,5,693.33325,1889.3331,,,
65326,exper,crim,10,8.5666666,20-29,1,hispan,nev married,no cred,not empl,,144.444397,0,0,0,6,1039.9999,2652,,,
65449,exper,afdc,6,5.7666664,30-39,0,black,sep/div/wid,dipl,not empl,home,0,0,0,0,17,2599.9998,8341.6631,,,
65627,exper,afdc,25,10.366666,40-49,0,black,sep/div/wid,no cred,not empl,,0,0,0,0,18,3119.999,11143.166,9,1559.9998,4458.9995
65656,contr,drop,12,8.1999998,16-19,1,hispan,nev married,no cred,empl,other,0,3,25.27772522,54.52770996,4,368.33325,766.99994,0,0,0
